material_line,mu,part_number,OD_mm,ID_mm,HT_mm,Ae_mm2,Le_mm,Ve_cm3,Wa_mm2,Ap_mm4,AL_min_nH,AL_nom_nH,AL_max_nH,AL_tolerance_pct,MLT_0wf,MLT_20wf,MLT_25wf,MLT_30wf,MLT_35wf,MLT_40wf,MLT_45wf,MLT_50wf,MLT_60wf,MLT_70wf,wound_OD_40wf_mm,wound_HT_40wf_mm,wound_OD_max_mm,wound_HT_max_mm,SA_core_mm2,SA_40wf_mm2,awg_sl_min,awg_sl_max,awg_sl_count,awg_sl_turns_rdc,note,coated,coating_note,datasheet_url,data_source
Kool Mu,90,0077719A7,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,100,109.0,118,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077719A7.pdf,MagInc_2025_catalog
XFlux,90,0078719A7,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,100,109.0,118,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078719A7.pdf,MagInc_2025_catalog
EDGE,90,0059719A2,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,100,109.0,118,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059719A2.pdf,MagInc_2025_catalog
High Flux,90,0058719A2,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,100,109.0,118,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058719A2.pdf,MagInc_2025_catalog
MPP,90,0055719A2,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,100,109.0,118,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055719A2.pdf,MagInc_2025_catalog
Kool Mu,125,0077715A7,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,140,152.0,164,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077715A7.pdf,MagInc_2025_catalog
XFlux,125,0078715A7,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,140,152.0,164,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078715A7.pdf,MagInc_2025_catalog
High Flux,125,C058715A2,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,140,152.0,164,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C058715A2.pdf,MagInc_2025_catalog
MPP,125,C055715A2,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,140,152.0,164,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055715A2.pdf,MagInc_2025_catalog
High Flux,147,C058714A2,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,165,179.0,193,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C058714A2.pdf,MagInc_2025_catalog
MPP,147,C055714A2,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,165,179.0,193,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055714A2.pdf,MagInc_2025_catalog
MPP,160,C055713A2,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,179,195.0,211,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055713A2.pdf,MagInc_2025_catalog
MPP,173,C055709A2,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,193,210.0,227,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055709A2.pdf,MagInc_2025_catalog
MPP,200,C055712A2,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,224,243.0,262,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055712A2.pdf,MagInc_2025_catalog
MPP,300,C055710A2,51.69,30.94,14.35,125.0,127.0,15.9,751.0,94000.0,336,365.0,394,8,49.5,57.4,59.6,61.0,63.5,65.5,67.7,70.1,74.9,80.3,56.6,24.2,72.4,40.6,6400.0,11000.0,8,27,17,AWG8:25T/0.00324ohm; AWG9:29T/0.00463ohm; AWG13:47T/0.0176ohm; AWG14:53T/0.0247ohm; AWG15:60T/0.0348ohm; AWG16:67T/0.0486ohm; AWG17:76T/0.0685ohm; AWG18:85T/0.0959ohm; AWG19:95T/0.134ohm; AWG20:107T/0.189ohm; AWG21:120T/0.265ohm; AWG22:135T/0.375ohm; AWG23:150T/0.52ohm; AWG24:168T/0.732ohm; AWG25:189T/1.03ohm; AWG26:211T/1.46ohm; AWG27:234T/2.02ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055710A2.pdf,MagInc_2025_catalog
Kool Mu,14,0077533A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,22,24.0,26,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077533A7.pdf,MagInc_2025_catalog
Kool Mu MAX,14,0079533A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,22,24.0,26,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0079533A7.pdf,MagInc_2025_catalog
EDGE,14,0059533A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,22,24.0,26,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059533A2.pdf,MagInc_2025_catalog
High Flux,14,0058533A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,22,24.0,26,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058533A2.pdf,MagInc_2025_catalog
MPP,14,0055533A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,22,24.0,26,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055533A2.pdf,MagInc_2025_catalog
Kool Mu,19,0077534A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,30,33.0,36,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077534A7.pdf,MagInc_2025_catalog
Kool Mu MAX,19,0079534A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,30,33.0,36,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0079534A7.pdf,MagInc_2025_catalog
XFlux,19,0078534A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,30,33.0,36,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078534A7.pdf,MagInc_2025_catalog
EDGE,19,0059534A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,30,33.0,36,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059534A2.pdf,MagInc_2025_catalog
MPP,19,0055534A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,30,33.0,36,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055534A2.pdf,MagInc_2025_catalog
Kool Mu,26,0077535A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,41,45.0,49,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077535A7.pdf,MagInc_2025_catalog
Kool Mu MAX,26,0079535A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,41,45.0,49,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0079535A7.pdf,MagInc_2025_catalog
Kool Mu Hf,26,0076535A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,41,45.0,49,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0076535A7.pdf,MagInc_2025_catalog
Kool Mu Ultra,26,0070535A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,41,45.0,49,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0070535A7.pdf,MagInc_2025_catalog
XFlux,26,0078535A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,41,45.0,49,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078535A7.pdf,MagInc_2025_catalog
XFlux Ultra,26,0074535A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,41,45.0,49,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0074535A7.pdf,MagInc_2025_catalog
EDGE,26,0059535A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,41,45.0,49,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059535A2.pdf,MagInc_2025_catalog
High Flux,26,0058535A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,41,45.0,49,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058535A2.pdf,MagInc_2025_catalog
MPP,26,0055535A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,41,45.0,49,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055535A2.pdf,MagInc_2025_catalog
Kool Mu,40,0077536A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,63,69.0,75,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077536A7.pdf,MagInc_2025_catalog
Kool Mu MAX,40,0079536A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,63,69.0,75,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0079536A7.pdf,MagInc_2025_catalog
Kool Mu Hf,40,0076536A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,63,69.0,75,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0076536A7.pdf,MagInc_2025_catalog
Kool Mu Ultra,40,0070536A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,63,69.0,75,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0070536A7.pdf,MagInc_2025_catalog
XFlux,40,0078536A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,63,69.0,75,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078536A7.pdf,MagInc_2025_catalog
EDGE,40,0059536A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,63,69.0,75,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059536A2.pdf,MagInc_2025_catalog
High Flux,40,0058536A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,63,69.0,75,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058536A2.pdf,MagInc_2025_catalog
MPP,40,0055536A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,63,69.0,75,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055536A2.pdf,MagInc_2025_catalog
Kool Mu,60,0077537A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,96,104.0,112,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077537A7.pdf,MagInc_2025_catalog
Kool Mu MAX,60,0079537A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,96,104.0,112,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0079537A7.pdf,MagInc_2025_catalog
Kool Mu Hf,60,0076537A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,96,104.0,112,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0076537A7.pdf,MagInc_2025_catalog
Kool Mu Ultra,60,0070537A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,96,104.0,112,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0070537A7.pdf,MagInc_2025_catalog
XFlux,60,0078537A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,96,104.0,112,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078537A7.pdf,MagInc_2025_catalog
XFlux Ultra,60,0074537A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,96,104.0,112,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0074537A7.pdf,MagInc_2025_catalog
